,text,target
4033,oh no the weather has turned bad m seas predicted for tomorrow this could cause a real problem hopefully the prediction is wrong,0
4034,i am responsible for extreme tree murder,0
4035,off to go play some badminton then walk grandads dog then back to revising,0
4036,my headphones died i miss them earphones are just not good enough,0
4037,the retr bar quiz is hilarious done it twice and come last both times the guy from behind the bar gave me his number,0
4038,err the storm has ended not sure who s been devastated more,0
4039,go to bed i wish i could i m still at work,0
4040,work is like pulling teeth today,0
4041,haha damn you now i want jelly beans,0
4042,why is everything biting me first the hamster now the cat,0
4043,can t use twitter with my phone,0
4044,moore hahah lol ignoring definately does not work cause they end up jus pissingannoying u more well ive found that anyway,0
4045,it s depressing to start your day knowing you re not coming home until tomorrow night,0
4046,day is frantic being shotgunned with lots of work requests all at the same time running out of hands,0
4047,i have had days of tv control and there is damn near nothing worth watching,0
4048,haha no she isn t here unfortunately this is the one person in the house who isn t cool,0
4049,i wish people would stop doing stupid things like that i leave mine on i guess that proves the opposite,0
4050,seriously beginning to hate this entire get up and write routine wish the essays could all just be over with,0
4051,damn sorry i missed it but i ll be in brisbane until thursday night,0
4052,p s hosed me down with gasoline,0
4053,too troublesome to have two twitter accounts,0
4054,i want a new laptop hp tx is the bomb who knows how much it is im me gabbehhramos com,0
4055,think i need some chocolate or cake or something to try and get me out of this foul mood,0
4056,wow i am so going to say this in a sarcastic manner friend you rock i m appalled but kind of expected it,0
4057,going to work,0
4058,stuck in a faraday cage today,0
4059,wish i could think of some fundraising tips that are justgiving related altho fundraising not going so great tbh am v depressed,0
4060,hey that was fast kudos the tinyurl you use is unfortunately broken,0
4061,standfree yeah they re gonna cut off a nostril o poor little love it won t help his looks any,0
4062,nz ouch they can be a pain get them at work with the bag tags and boarding passes at time,0
4063,no sign of camera in todays post hope it arrives before the long weekend,0
4064,trying to work up the energy to get out of bed to get ready for work only slept about hours last night,0
4065,ako sa lahko a lacno dostat ku knihe normana fairclougha analysing discourse,0
4066,hungry and all i ve got is a bag of crisps looking forward to dinner tonight,0
4067,thanks hun my appointment isn t until pm but we have to travel an hour to get there i hope you re feeling better soon,0
4068,why are people to cruel and rude,0
4069,not much keen for the weekend though aye though weather isnt lookin great for sat sun,0
4070,is pretty sure she is sick,0
4071,no frickin way how come i ve never heard of this before maybe it s been canned scared just by the vid,0
4072,tossed and turned all night long cos my back is damn burnt youch,0
4073,im sick at home alone,0
4074,trouble is i m still with them,0
4075,ah likewise had the pleasure of having a packet of stuffed vine leaves explode all over me though,0
4076,feeling inspired to do a number of things to busy to do them though creative outlet needed,0
4077,me thinks it s a bust day we re to late we overslept but i can still keep u entertained w o the perving lol,0
4078,guy with laptop hasn t showed what a feckin waste of time,0
4079,ordered our new washing machine to replace the broken one another lighter now it is an kg one though,0
4080,torrents are taking foreverrrr why is it so slow fuck you youtube for halting my tv watching,0
4081,you a fan of ross noble he once picked on me for a whole performance here i was the awakeners girl according to him,0
4082,is aching all over,0
4083,totally pissed away her day doing nothing gawd now i m behind,0
4084,it looks like winterrr,0
4085,thats no good kimma what kind of sick do you feel,0
4086,still in the office,0
4087,oh my god i am in so much pain off to lay down and take more oxycodone,0
4088,who gets up at am my teacher wife and me apparently to work on stateasy s alphalabs application woot,0
4089,i dislike this immensely i lol at the fact i can spell immensely thank you lauren haha,0
4090,i watched that on tv at the time and was disappointed with the performance of some riot compared to the original record,0
4091,dunno just my mums card my mum didnt buy me it,0
4092,i m at work and i m sad cause it s gonna rain when i take off,0
4093,my last night in japan i will miss it so,0
4094,family took rumzi to spring creek in mansfield for his nd bd can t find my glasses for reading,0
4095,what a fantastic week end did some plumbing didn t work fitted a touch panel broke it,0
4096,where s my mail,0
4097,innocent not so innocent,0
4098,wants gtalk on my phone haha,0
4099,is so late today mn pa ako mkakalabas ng office,0
4100,and the dont do d,0
4101,ask him why no one is following me lol i feel very unloved and lonely,0
4102,that s awesome i love having stuff to look forward to but i don t have much in the near future,0
4103,so friggen jealous of sarah bradie webb was talking to her,0
4104,im gonna wand you to death makes me want to roll a mage rofl also v xcldfi x q,0
4105,more days till i can sleep in all i want man these days are going to go by slow,0
4106,school time ugh,0
4107,actually my phone was supposed to be on silent but it chose not to be dumb phone,0
4108,ali aww you break my heart,0
4109,i am going to be in the flight from hell back of cattle class lots of screaming kids under,0
4110,ate all the fruit tingles,0
4111,yeah they ve got you every which way,0
4112,oh i hate you for getting to watch slumdog this early me i have to wait for the actual day it s coming out,0
4113,haha yeah that is the most ad could manage this is hell were bloody brilliant crowd turn out was pathertic though,0
4114,the name was ironic when first used and it stuck now over years later of course all irony is lost in time,0
4115,i find my book in the food books section and not the photo section because it has some recipes i m not happy,0
4116,we can expect more of that txt speak when the txt message levy comes in,0
4117,lol sounds like your search was unsuccessful,0
4118,yawn time to get ready for school,0
4119,just wondering how much more hotter chennai is gonna get in may,0
4120,don t leave your car unattended in carrick wankers will break your wing mirrors sigh more car repairs,0
4121,surprised by the new eminem song don t think he should have gone for comedy again maybe it will grow on me,0
4122,oh gosh messy hair,0
4123,i think its dead,0
4124,spring cleaning today,0
4125,kevin has suddenly realized that all his cds are suddenly not where they should be where the heck have they gone,0
4126,snow ugh go away i miss the warmth,0
4127,cheers dan is for a notes developer at the university hour lunch break now,0
4128,my back is so sore poor me this is the part where u give me lots of sympathy,0
4129,is seriously freaked out fuzz,0
4130,i miss you,0
4131,yeah i know sometimes i feel like the world its coming down,0
4132,in makeup and hair why does mother nature hate me my tummy hurts im falling asleep and its rainy im exhausted,0
4133,still feeling almost entirely overwhelmed by an uncomfortable desire for swift and violent revenge,0
4134,is off to work three more days,0
4135,tdy school was rly boring pm i was hoping it d be pm so i could use the lapt longer time passes rl fast,0
4136,come to perth soooooon pleaseee,0
4137,i am hunting for my adios tablets and cant find them anywhere must go out but cant be arsed,0
4138,thanks i have that one myself haven t had time to look at it yet though sounds like i should,0
4139,keri hilson tell him the truth makes me cry,0
4140,can t shake the pins and needles out of my hands,0
4141,ands its curious how watching the news can bring you down,0
4142,got better at vegas today had a blast w everyone tonight sucks that chick was talkin trash the end watevs yo,0
4143,has woken up late and wasted some of the day,0
4144,just back from asda with my sons girlfriend going to see dad in hospital later,0
4145,drowned in work,0
4146,howerton aw that s no good dallas is a thumbsup though i used to live in austin i miss it so badly,0
4147,jeez today is gona be the longest day in bloody history sat here,0
4148,as much as tpg disgusts me they are butt cheap,0
4149,miley cyrus says in makeup and hair why does mother nature hate me my tummy hurts im falling asleep and its rainy im exhausted,0
4150,had another amazing night with tyler now off to work gotta make coffee for the early birds,0
4151,says busted songs make me wanna pick up the guitar again boo to broken strings,0
4152,and lost my next tennis round,0
4153,decorating then tescos then maybe cod,0
4154,ffs car wouldnt start again so i cant get to the doctors now bad timesss,0
4155,up and ready to workout but trainer called and sai we will meet tonight thought i had a day off i was wrong,0
4156,and i m up for the day,0
4157,ha what a good idea methinks i need to do some proper exercise and stop eating so many sweets no more dip dab saturday,0
4158,bah annoyed i can t go running with my fractured sternum probably another weeks before i can will miss the next fell race,0
4159,hahaha yeah i laughed all the way until the end when he was sick,0
4160,going deaf in my right ear too many feedback squalls at soundchecks in with the earplugs,0
4161,finally broke my exercise bike this morning urgently need a new one hoping to pick one up at lunchtime,0
4162,quid for a rear wiper arm for our car thats not including the wiper blade either,0
4163,has a cold,0
4164,eeek seems i m looking for a new job just been told my office is closing,0
4165,soo tired but i gotta do homework sadface,0
4166,oh yay that means i ll get here soon i never used to suffer but each year it gets worse,0
4167,is working lee is making me boooo big mean daddy is being harrassed by cute sweet boy send blue things to distract him,0
4168,gunna do some much needed revision wish the sun would come out,0
4169,the battery for the mouse broke i hate using the laptop touch paddd,0
4170,i wish for now i ll read it the way jane austen wanted her zombie tale read good ole ink and paper,0
4171,had the best night in letterfrack lol suffering now tho thank goodness richard s makin pancakes onto galway city later x,0
4172,seems to be coming down with a cold which might help to explain the poor sleep,0
4173,want my licence back,0
4174,is thinking how short are the easter holidays even before starting,0
4175,can t sleep because my hunny isn t here with me i know it s mushy lol,0
4176,time to go out doesn t look very nice out there though xx,0
4177,ive lost my new car smell,0
4178,job what job and what is pirg and does this mean we won t get proper fetus tme over a bud light keg after our graduations,0
4179,my buds from oregon are going back home today,0
4180,says ayaw magload ng pet society haymsad stupid office computer,0
4181,and there was me thinking at least it got you some time off work still i m sure you have more peace and quiet to work at home,0
4182,there is a tame pigeon sleeping on my bbq outside near the doorway of my house that keeps returning everyday i don t want it here ever,0
4183,back at work and not in the mood,0
4184,aww porr mr sock he just wants a shower get my invite hope u can come along xx,0
4185,aww that is so sweet i wish i lived in chicago i wanna help,0
4186,aww wish u talked to mee might get upset now,0
4187,my right nipple is sore,0
4188,it s summer in the philipines and i have tons of work no summer for me this,0
4189,another day same as the days gone same as the days to come,0
4190,has to do coursework today,0
4191,dude i have to go on a mile run in cold ass boston after waking up just now this sucks,0
4192,mum where r u your beloved children r hungry and starving at home,0
4193,just fired up the laptop to failed to connect to services same as last week looks like rolling back to vista till rc,0
4194,pr msu lost it in the first ten minutes maybe even the first five congrats,0
4195,enjoyed wrestlemania and would much rather be at home then being stuck at work,0
4196,mornin babes hella pissed hungry op in h no food since pm feel bad fully dug empty can outta recycle lookin me like wats good,0
4197,i m so sorry i hope you feel better soon,0
4198,off to get ready for work,0
4199,awww maaaaan its a beautiful day,0
4200,cant watch as streaming banned at work hope someone records as mp and can email it to me,0
4201,you and me too,0
4202,cutting grass with dad hayfever,0
4203,grandad doesn t know what to do with himself mam can t stop crying i can t occupy my mind poor gran goodbye,0
4204,watching buffy sob is sad,0
4205,i have to be a responsible adult aw man now i know how tyra feels,0
4206,slept too late to go run this morning,0
4207,ox liverpool don t get me jealous going to london on thursdaiii,0
4208,fed up stir crazy bought lovely new clothes lst wk and haven t even got them out of the bag,0
4209,check out pman all kicking off in moldova hope people ok,0
4210,i have to save my shekels for the weekend plus i have a tonne of work to do once again responsibilities ruin everything,0
4211,i really wish i could sleep,0
4212,your mean,0
4213,oh no i hope everything turns out alright that does not sound like an easy fix,0
4214,i only seem to own black tops wtf,0
4215,i miss the chai latte from expresso house,0
4216,i suffered from writers block the entire day yesterday and then after midnight ideas started hitting me and i havnt yet been to sleep o,0
4217,and i am up oh my god,0
4218,what do you mean someone will finally love you i love you and have for a long time,0
4219,sounds ace i want to go back to uni,0
4220,wow i feel like crap,0
4221,it should definately not be snowing outside,0
4222,you ll get another when the petition closes in nov some type of an answer but don t expect too much,0
4223,going to the dr with anthony today im sure the news wont be great his icd has gone off numerous times,0
4224,my xbox died i have no stress relief how depressing and in the middle of moving to a new apartment ugh someone cheer me up,0
4225,my eyes are burning,0
4226,saliego here for a pesticide trng region said it would b less expensive to have it here than in sf would rather b in sf tho,0
4227,on my way to sales training really don t wanna i want learn but i m afraid i have to,0
4228,well i hate alabaster,0
4229,mornin twitterlings i am tired don t want get out of bed but must catch earlier train,0
4230,stop making me do things i m so tired,0
4231,has been swimming this morning to help with back ache only then we walked into town and it hurts again,0
4232,just woke up i m freezing and everything hurts this is not good,0
4233,just,0
4234,is doing her dreaded assignment,0
4235,woke up in a pile of blankets and didn t want to leave it,0
4236,where can i buy foar if i m in russia hmv and itunes do not sell to russia,0
4237,i need something to help me transcribe several hours of interview during summer time,0
4238,i didnt know this d bag had your sets i wanted new chelsea to dream of,0
4239,i m seeing my cousin from canada for the last time today before she goes back sad times need cheering up,0
4240,flibble yeah sad times,0
4241,apparently citizens of brunei don t have to pay taxes sadly the only way to become a citizen of brunei is to be born there,0
4242,cant find a laptop thats reasonably priced and has good editing software may have to save for a few months,0
4243,i m having some trouble partitioning my external hard drive i cant get it the way i want it,0
4244,it s raining,0
4245,i m back in the world funeral was sad,0
4246,poor you i once asked for pale pink streaks came out like ronald macdonald wore hat for weeks horrible experience,0
4247,gosh looks like i m housebound for the next wee while this is horrible,0
4248,school whats up with this snow,0
4249,i wanna chill,0
4250,grrrrr its snowing i hate it when its cold it sure doesnt feel like spring,0
4251,rainy day so bad trying to make my hair look great,0
4252,arrrrrrgh i haven t saved that file,0
4253,i had only hrs of sleep now i have to function my knees r so weak i really hope you have a good plan,0
4254,tweetdeck crashed again i don t think it likes vista,0
4255,i haven t tweeted at you in forever,0
4256,tried to land a front flip i couldn t do it,0
4257,i totally adore cats i have males and a female we recently lost our kitten female she disappeared wks now,0
4258,can t sleep i close my eyes and all i see is work and a billion ideas moving in all directions,0
4259,austin awe double today and thursday damnnn girl gotta love regal minimum wage pay,0
4260,aww i feel u u just woke up for school hopefully i ll meet u today hah,0
4261,taids zb str i atpaka beidz s peds de uff fucking thing,0
4262,why is mtrs pace harder than a mile,0
4263,please dont do that i ll be good honest,0
4264,im still waiting for my phone x,0
4265,long live my xbox the red ring of death has finally overcome it,0
4266,showered packed and off to hang with my boys before breakfast and departure i don t wanna leave,0
4267,woke up about hours later than i had intended the joys of staying up to watch a basketball game in the us which my team lost,0
4268,there is no link,0
4269,only a pleasure someone had better have come brownie joy and it ain t going to be me pigging out vicariously through you,0
4270,is awake and shouldn t be,0
4271,good yea had that same issue last night way overloaded can t complain saw you smoked your camera,0
4272,parra was quick didn t spend much time shopping she came all the way to westmead just to take me to parra how nice,0
4273,dropped my long suffering ipod years or so of original ipod mini but now he s a gonner,0
4274,isn t sure how much she will use this blocked at work,0
4275,quite possibly though with the cat its more of a slang phrase to describe his defiant behavior,0
4276,finally home rawr so much work to do,0
4277,with nothing but your t shirt on,0
4278,not a good moment for my e mail to stop working,0
4279,today i wear ian s hoodie i m tired my allergies are acting up and it s like musical all over again,0
4280,is the worst girlfriend in the universe,0
4281,just watched digital spy awards diana vickers could have won one,0
4282,you and everybody else the hard part is getting someone to pay for the extra effort of not stuffing the gac spbpuk,0
4283,my mighty mouse is no longer so mighty it s getting strange oh apple whyyyy,0
4284,has just finished work for the dae and is now typing this the internet kiosk in centralworld can t wait to go home on wed,0
4285,its very tough isn t it i m virtually picking people up and shaking them to get every penny out v stressful,0
4286,has to go to work without ninja luke how sad,0
4287,o that s fantastic i hate timesheets but they are forcing me to do them now,0
4288,aw hon have some extra pixie dust from me,0
4289,my tv husbands rick and grimmy are doing freshly squeezed this week not me waaahhh hi guyzzzz,0
4290,awe i feel u i just woke up for school hopefully we both have a better rest of the day i hope that includes meeting u lol,0
4291,good mornin every all yall talked bout snow i dreamt it snowed here lol how disapptin when i just woke up i have go work now,0
4292,going out for lunch with mum but i feel very sick and don t want to eat,0
4293,i have planted and another on the way its the potatoes i think i have overdone time will tell,0
4294,is feeling ill today,0
4295,i used to love league back when i was a lad in wigan it was pretty much compulsory then was forced to play union,0
4296,i think the chem and applic tests tomorrow are going to rape me,0
4297,srsly i understood you first time i was just think of the answer for seconds repeating in english just pissed me off,0
4298,is cleaning wishing she could raise the rest of the money she needs for her wedding dress,0
4299,not really sure,0
4300,hates othello and needs language features effects by tomorrow,0
4301,waiting for work to end and wanting to go see my wife been working days now,0
4302,damn tha last message didnt work,0
4303,niiiiiiiiice i d give it a shot if i could find blueprints for b,0
4304,i hate waking up in the middle of the night for no reason,0
4305,wants sum food,0
4306,anyone got any tips for a sore throat and swollen glands lemsip is just making me ill,0
4307,oh boy i get to got to the field tomorrow small planes are no fun,0
4308,lucky i got up at am and i overslept by an hour,0
4309,thanks but aka aki app for iphone seems to be blocked by french operator bouygues telecom it only works in wifi,0
4310,explain how jazmine got from to perhaps im being elitist but its so disappointing,0
4311,i just found out that max headroom wasn t really cg just latex foam prosthetic makeup and a fiberglass suit like a jackelope,0
4312,hahah same here i dropped out after elementary school but i can t move to the u s without high school graduation german u,0
4313,why so harsh,0
4314,you re right and coca cola seem like polar opposites in ethical terms will innocent become like sunny delight,0
4315,m is the only thing i know like that back of my hand,0
4316,mending my banjaxed back and watch daytime tv not fun,0
4317,oh no more babysitting i love how she springs this on me in the morning so i can t object to it,0
4318,musicc confuseeed,0
4319,have got a slight hangover,0
4320,dunno who is there with you but she s no fern,0
4321,i am then we gotta meet in royal oak with some stylists for these shows then we got a show tonight man ima be tired,0
4322,i am so sick from stress gah and i need sleep and it is all my fault,0
4323,but its red and yucky i ordered a blue one which was pretty and theyr not ever getting any more in,0
4324,blehhhhhhhhh way to early feels like puking,0
4325,has a lot of shit to catch up on,0
4326,i just did laundry but now it s am lame,0
4327,wow early start i havent even been to bed yet hope your tummy feel better soon love your aussie fan xxx,0
4328,got zoo much work to do it s not even funny,0
4329,m is the only thing i know like the back of my hand,0
4330,trying to sort out my spazed out hair,0
4331,i don t know which show to watch tonight i love dancing with the stars but i also love american idol,0
4332,going to watch tales of the black freighter followed by having to go to the dentist what a productive day today will be,0
4333,cannot find a picture fit the image thing,0
4334,waiting to go to work all my family is sleeping and i am not not fair,0
4335,i feel like shiiiit too,0
4336,why you ain t updating thats not like you is somethin wrong whuts wrong,0
4337,snow seriously,0
4338,one of my teachers died yesterday,0
4339,at gatwick watch on bst body hours behind on pdt,0
4340,so near yet so far,0
4341,will miss robee when he goes to sipalay,0
4342,i m watching house and i need a hug,0
4343,when i was in school i thought i d be a millionaire at and retire at look at me today p,0
4344,g da yup exams and coursework kmft plus my pratical nxt mtnh how woz ur driving lesson knocked over any pigeons p,0
4345,on my way to work,0
4346,that sounds almost as good as nandos related nandos have increased prices again,0
4347,urrrr i should be waking up right now instead i m just going to bed too much on the brain,0
4348,an opportunity has been given all i can do i wait and see what happens but from past experiences it s not looking good,0
4349,sorry i ve run out of milk,0
4350,are you a superpupermegaovermodel sorry idk precisely but thank you for adding me here and on myspace p,0
4351,still have never done a brick tour,0
4352,heeeby jebus im on twitter but oddly no one else i know is seems a lil pointless,0
4353,search for chametz finished last bread meal tomorrow morning,0
4354,lol yeah i will be ok i think my dog just scratched my eye like my actual eye ball everything is blurry in my right eye,0
4355,i hate work havent done much today im trying i have artists block cant draw,0
4356,just got home from training ate dinner now have to complete an assignment,0
4357,so tell me how do i get spotify in ireland have had no luck with poxy proxies so far,0
4358,why are you deleting your facebook account,0
4359,have so much to do today hand in coursework pack and tidy and this is the wost work and then my shift at work from seven shattering,0
4360,i wish lol theres like friend requests and the rest is just pure junk,0
4361,i miss angiii i miss talking too her i love you angiii,0
4362,not feeling so hot today,0
4363,thanks i now have what is love stuck in my head what is love baby don t hurt me don t hurt me no more,0
4364,next us airings mon apr asdfasdfasdf i don t wanna wait that long,0
4365,i am so hungry but my lunch is in my refrigirator at home,0
4366,moore you and me both bad mood knackered and generally feel like sh t should have stayed in bed,0
4367,goign scholl baghhh im tires woke up early fell asleep sick,0
4368,is having sleeping problems it s four in the morning and i am dying for a drink,0
4369,do dairy milk white chocolate buttons actually exist all the ones in london have been eaten,0
4370,have you tried the kschocolat dipping easter eggs not the best though,0
4371,omg it was horrible this oral now it s over but the right oral is in june,0
4372,it hurt like a mother fucker,0
4373,stomach ache,0
4374,hours of school this afternoon,0
4375,such a sunny hot day so beautiful but i feel so bored,0
4376,hates having spots,0
4377,,0
4378,i m just a girl with a dream that got the best of me,0
4379,no riches for sin,0
4380,i think i must have the same thing thought it was a cold at first but its turned a bit nasty,0
4381,i hate to see parents cry when their kids move out makes me think of how my parents felt the st time i moved out,0
4382,easy peasy is not better than ubuntu eee,0
4383,the end of college road trip always makes me cry its just so sad,0
4384,the new kate moss topshop collection has me gagging for summer still wearing winter coat still a ways to go yet,0
4385,it s my birthday and i ll cry if i want to because now i m,0
4386,washing the dishes boohoo,0
4387,lost in proximus online site maze between e services and myproximus no way to send an email to support and is a squatter,0
4388,when did motorbike insurance get so darned expensive only been not riding for a year,0
4389,didnt stretch before and after my oztag game now im hurting,0
4390,twitter was really messed up last night,0
4391,yes i am and yall have a g day as well smiles,0
4392,why is it so cold in the morning in april in houston,0
4393,i just hope things aren t lost somewhere,0
4394,eww snow,0
4395,sorry hear that off to the dreaded dentist,0
4396,missed you hehe glad you re home stephen,0
4397,its not looking good for friday cheque didnt come today either ill speak to my mum when she gets in though x,0
4398,that is still terrible but unfortunately these things happen hope your friend wasn t too upset about being conned like that,0
4399,so tired in my room chilling out fun,0
4400,after the time watching still don t really like the th harry potter movie sad actually i love the book though,0
4401,is totally wondering if the real vanessa hudgens is the one in my following glory if it s not that sux,0
4402,time to gett the dog from the wett what a shity day,0
4403,oh scheisse ashley simpson is going to be on melrose place just when i was content with ignoring her existance marriage to pete grr,0
4404,yuck this is the earliest ive been up in awhile and its not fun,0
4405,i love them too husband not so much therefore no chimes for me,0
4406,i m stiilll really bored,0
4407,can t find any friends here,0
4408,hates replaying that night in my head can t i just be happy now i love you little brother,0
4409,awww no fair i is a big girl but not a big boy you will be sorry when i bite u on bum then u see who is big playa,0
4410,fuck you channel and iq for the damn show running over time and me not getting to see the reunions,0
4411,waking up is probably the worst part of my day,0
4412,i was just mean on the internet somebody spank me,0
4413,feeling really crappy about an overdue assignment completely mucked up another assignment and left this one too late,0
4414,im not worthless,0
4415,i know i went and stood on the balcony but it had already moved a few houses further up,0
4416,enjoy wandering around i wish i could join you or at least be in london,0
4417,wtf why is it snowing in april makes school that much crapier,0
4418,was offered for my old car am going to keep trying see if i can get a bit more she has cupcakes on for goodness sake,0
4419,blache no riches boo i shall be posting the speshul item to you tomorrow,0
4420,i am trying only to spend if i have paypal funds which i don t right now plus cat might need to go the vet again this week,0
4421,eisbaer your face is a d,0
4422,sigh another day another pile of exciting research to trawl through more of this tomorrow too,0
4423,argh sounds like someone is standing at my door with a chainsaw no sleep for me this morning i m very grumpy now,0
4424,just after waking up im tired,0
4425,damn neither are on there,0
4426,feelin sick can t slow down though school other school rehearsal tennis match rehearsal again,0
4427,i completely forgot about the exams i really cant be bothered to revise peruface,0
4428,hello all slow getting going today i just feel like curling up with my book for the rest of the day,0
4429,luckily i m on holiday at the mo but it s still all work what is it you do,0
4430,couldn t sleep up all night i will regret this when i get home from work,0
4431,i ve given up and am going to the doctor being sick times in one month is rather annoying,0
4432,work is so boring without my ipod,0
4433,doesn t understand ohio weather it s april i have to run a track meet in shorts and a tank top tonight this is gonna be great,0
4434,eurrrghhhh not a fan of lapsang souching tastes like smoking,0
4435,trying hard to resist eating the kids easter eggs,0
4436,man i shouldn t have put cheese on that crab salad sandwich,0
4437,feeling down today,0
4438,a smith well done if u get that mp version pls can you make it available as a download somewhere some of us didnt get to c it,0
4439,fuck fuck fuck fuck fuck fuck fuck i got the job that i didn t want and i have to take it,0
4440,went to hpfz and page came up saying the domain has expired i m freaking out right now,0
4441,you could have been me for today work was absolutely bloody terrible i was ready to call it quits,0
4442,woops you did get it and replied i am having a dumb day i guess x,0
4443,a level maths is too hard i need help,0
4444,sick in bed googled snot still don t understand why it s decided to take up april lodgings in my skull,0
4445,i thought i d managed to dodge the cold going around work but woke up this morning feeling like i d swallowed a cheese grater,0
4446,says everything still hurts,0
4447,wow great day sun sun sun but have to work now,0
4448,is really really missing him,0
4449,i thought would be all about twitter in tooting i m disappointed,0
4450,hiya which slides do you mean your contact photo in b w had minor crisis too and had to replace all contacts so no photos,0
4451,my groat feels like it s getting sore,0
4452,hurrah gave the coffee a miss today he was regreting that decisioin by mid morning no sleep for new dads,0
4453,actually it done it all its self it jumped off my lap i did try to stop it,0
4454,school but at least theres only more days till break,0
4455,uh uh poor paul hows the weather in good ole ldn town heading ur way on friday,0
4456,lol i bet don t want to go to work xx,0
4457,maybe if you did an aa show,0
4458,i miss taco bell toooooo there should be way more taco bell franchises,0
4459,leesa me too sigh we need to move somewhere cold in the country become florists with a good bookstore nearby,0
4460,ewwww presentation,0
4461,this weather seriously impeded my shoe choice today,0
4462,bored i think i may watch the dark knight,0
4463,off work yay im so tired,0
4464,just out of interest how much ram does that laptop have vista is very memory hungry,0
4465,bbutton ring fell off needa replace one asap bbutton ring fell off needa replace one asap,0
4466,maybe it s a sign to listen to snot love ya x,0
4467,this is a bad time to be hooked on twilight assignments due by may th,0
4468,i lost my voice if anyone finds it please let me know,0
4469,in super taco i have to walk to school and im testing today dx,0
4470,how come you never reply to me,0
4471,just a little more sleep please,0
4472,sorry to hear it reivanna chronic ones i assume,0
4473,my first timtam in over a year has gone down verrrrry well i miss australia,0
4474,getting ready to head out doing my cousins hair for her and then the dentist ugh to have yet another tooth yanked out lord help me lol,0
4475,my flat iron melted my glasses,0
4476,just found out i got ripped off by a fraudster bookseller in the us signed st ed john irving novel my arse,0
4477,to tell you something hmm,0
4478,had a long re charging sleep last nite but wif nightmares one last night in medan,0
4479,pine with imap is slow with gmail and the inbox gets closed from time to time big hassle,0
4480,going to school and enjoying my last day as a year old but too,0
4481,let me give you a hug its cold here too,0
4482,i m so worried about it no robert englund how can it be any good i loved that movie,0
4483,dreams had to speak at night honoring michelle obama as fashion icon did so wearing her clothes got pee on them while changing,0
4484,g mornin all dont wanna go into work day i think i might still be sick which isn t pretty after last week btw end the fed hr,0
4485,yeah internet is shaped here too and i can t do anything,0
4486,i wish i had a tech guy,0
4487,cannot unlock espresso,0
4488,is not feeling to good day,0
4489,i know,0
4490,this is a bad time to be hooked on twilight assignments due by may th,0
4491,thank you since i can only use the url once i won t be able to add individual items,0
4492,at work and actually working close with ugam india or the moment bad news is they are about tolay off people here,0
4493,i m actually salivating need sweeties chubb says no,0
4494,is going to curl up with a cup of tea and a book and hope she feels better soon,0
4495,huh i thought hells kitchen was a ramsay thing who s this nobody guy get ramsay back,0
4496,so u may all ask wht is going on over in the vt camp well as chucko is away skiing god knows whr myself jack mike r left behind,0
4497,no it wasnt a super hero it was slimer from goast busters i have it too,0
4498,o socks and showers they dont mix trusst me they get wet and you cant wear them anymoreee its miserable,0
4499,queen awwww,0
4500,yeah,0
4501,oh thats great,0
4502,rules i wish it were that easy bro i am srsly down over this i couldn t even finish my yummy oatmeal today,0
4503,one word to sum up today oh wow its not even a bloody word,0
4504,how i donot understand,0
4505,just going to go for a review of the gadgetshows top freeware might get some of them despite the fact half of them are poor,0
4506,good morning fellow tweets there is allot of spamers on here but thats ok i ll just get rid of them,0
4507,oh no i ve been there as well the brother of one of mine but i still see him sometimes around where i live,0
4508,emilyyoung,0
4509,really cold and miserable morning didn t get a workout in last night or this morning this sucks,0
4510,today is the last day and if i go i will just get a zero anyway because im just not prepared at all,0
4511,i hope that motte s performance is not an indication of what is to come,0
4512,watched a movie feeling sleepy but know that when i actually get up from the lounge and move to bed i ll be wide awake,0
4513,my current contract will be up before then damn,0
4514,i just finished sharis birthday present since today morning i have headache i think i should drink more,0
4515,wonderful weather in rochester this morning,0
4516,i m appreciative of these few minutes of safety and freedom of thought better go back into the fray,0
4517,worst day at school day i hate ellen and jaime there soo horrible,0
4518,but thanks for the retweet despite your despair if i buy you a box of jaffa cakes would that go someway to making amends,0
4519,has a really bad cold,0
4520,hahaha she didn t computer said no vodafonething didn t work bc i dont remember my password stupid,0
4521,yess the sun is finally out noo i gotta go to work,0
4522,yes unfortunately just a lot of the stress i ve been dealing with lately,0
4523,my baby brought me a present today a dismembered mouse,0
4524,i tried to tweet you about how annoying ls was when i just installed trial but it wouldn t let me uninstalled,0
4525,stupid schoool dnt wanna gooooo rah less than more monthsssss and more days till spreeng brake x x,0
4526,thievery corporation lemondta a turn j t,0
4527,oh no tummy bug hope u get better soon xx think she is only back briefly then off to nam have text but no reply yet xx,0
4528,giving it up no one s here,0
4529,at work and its snowing,0
4530,is chilling going to get ready for work inabit tho,0
4531,i know weathers supposed to be crap though,0
4532,one more week till pay day wheres my stimulus package mr rudd,0
4533,yay back home early but the sods will no doubt make me work from home,0
4534,off to class,0
4535,dreams had discussion about unitarians with a libertarian while sitting in a gigantic anthill he loved jesus too much to be civil,0
4536,how hard is it to find a picture of a white van in a scenic area very it seems,0
4537,great day to stay in bed can t sleep,0
4538,sadly that s true football is definitely better than cricket,0
4539,ha i ve been planning my dramatic walk out speech it would be a tupac rap for sometime now just need another job first,0
4540,has got an upset stomach,0
